IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
101.32.208.182,4,4,0.00,44.81,0.00
223.4.66.202,4,4,0.00,46.81,0.00
47.101.62.249,4,4,0.00,47.44,0.00
139.224.43.79,4,4,0.00,47.61,0.00
101.132.47.83,4,4,0.00,49.20,0.00
60.249.92.67,4,4,0.00,50.61,0.00
101.32.239.115,4,4,0.00,53.12,0.00
119.12.173.19,4,4,0.00,71.65,0.00
220.130.80.179,4,4,0.00,94.08,0.00
128.14.142.176,4,4,0.00,166.81,0.00
